test_year,model_name,bin,count,mean_predicted_probability,observed_positive_rate,min_predicted_probability,max_predicted_probability,calibration_gap
2020,hist_gradient_boosting,1,653,9.202427153263714e-06,0.004594180704441042,4.172256499061515e-08,2.376487439093304e-05,-0.004584978277287778
2020,hist_gradient_boosting,2,652,4.7063120926602404e-05,0.0,2.379371079055867e-05,7.729414587444486e-05,4.7063120926602404e-05
2020,hist_gradient_boosting,3,652,0.0001341828819848317,0.0,7.743162098444125e-05,0.00021001145096351026,0.0001341828819848317
2020,hist_gradient_boosting,4,653,0.0003252476137435478,0.0030627871362940277,0.0002103988564840827,0.00044665539749369823,-0.00273753952255048
2020,hist_gradient_boosting,5,652,0.0006916903140011597,0.0,0.0004469651250304922,0.0009994965195955336,0.0006916903140011597
2020,hist_gradient_boosting,6,652,0.0014500169503310464,0.004601226993865031,0.0010001292188824506,0.001984908585561009,-0.0031512100435339844
2020,hist_gradient_boosting,7,656,0.0030746594189134608,0.004573170731707317,0.0019883436373991175,0.004619016462657667,-0.001498511312793856
2020,hist_gradient_boosting,8,649,0.008259901008058389,0.0,0.004623793841846796,0.01349949021394984,0.008259901008058389
2020,hist_gradient_boosting,9,652,0.029645971945705483,0.0,0.013503824866535837,0.054649170356718506,0.029645971945705483
2020,hist_gradient_boosting,10,653,0.2936893694162421,0.0030627871362940277,0.05496623506235999,0.9818805550427855,0.29062658227994803
