topic_a,topic_b,cutoff_year,prediction_window_start,prediction_window_end,adamic_adar_score,common_neighbour_count,degree_a,degree_b,jaccard_coefficient,preferential_attachment,weighted_degree_a,weighted_degree_b,true_label,predicted_label,prediction_score,error_type,rank
https://openalex.org/T11162,https://openalex.org/T11339,2020,2021,2025,0.7213475204444817,1,14,2,0.06666666666666667,28,30.0,2.0,0,1,1.0,false_positive,1
https://openalex.org/T10145,https://openalex.org/T10467,2020,2021,2025,0.48089834696298783,1,2,10,0.09090909090909091,20,2.0,15.0,0,1,0.9808781057225858,false_positive,2
https://openalex.org/T10410,https://openalex.org/T10795,2020,2021,2025,0.5581106265512472,1,8,2,0.1111111111111111,16,10.0,2.0,0,1,0.9664941617038649,false_positive,8
https://openalex.org/T10209,https://openalex.org/T11824,2020,2021,2025,0.5581106265512472,1,8,2,0.1111111111111111,16,10.0,2.0,0,1,0.9664941617038649,false_positive,6
https://openalex.org/T10209,https://openalex.org/T13591,2020,2021,2025,0.5581106265512472,1,8,2,0.1111111111111111,16,10.0,2.0,0,1,0.9664941617038649,false_positive,7
https://openalex.org/T10209,https://openalex.org/T11214,2020,2021,2025,0.5581106265512472,1,8,2,0.1111111111111111,16,10.0,2.0,0,1,0.9664941617038649,false_positive,5
https://openalex.org/T10209,https://openalex.org/T10296,2020,2021,2025,0.5581106265512472,1,8,2,0.1111111111111111,16,10.0,2.0,0,1,0.9664941617038649,false_positive,3
https://openalex.org/T10410,https://openalex.org/T11155,2020,2021,2025,0.5581106265512472,1,8,2,0.1111111111111111,16,10.0,2.0,0,1,0.9664941617038649,false_positive,9
https://openalex.org/T10209,https://openalex.org/T11155,2020,2021,2025,0.5581106265512472,1,8,2,0.1111111111111111,16,10.0,2.0,0,1,0.9664941617038649,false_positive,4
https://openalex.org/T10071,https://openalex.org/T13984,2020,2021,2025,0.7213475204444817,1,4,6,0.1111111111111111,24,4.0,6.0,0,1,0.9530584735753364,false_positive,10
https://openalex.org/T10446,https://openalex.org/T10646,2020,2021,2025,0.7213475204444817,1,4,6,0.1111111111111111,24,4.0,6.0,0,1,0.9530584735753364,false_positive,11
https://openalex.org/T12168,https://openalex.org/T14374,2020,2021,2025,0.48089834696298783,1,3,5,0.14285714285714285,15,4.0,6.0,0,1,0.951506944308861,false_positive,12
https://openalex.org/T10857,https://openalex.org/T10913,2020,2021,2025,0.45511961331341866,1,8,2,0.1111111111111111,16,10.0,2.0,0,1,0.9492150256291296,false_positive,14
https://openalex.org/T10857,https://openalex.org/T10859,2020,2021,2025,0.45511961331341866,1,8,2,0.1111111111111111,16,10.0,2.0,0,1,0.9492150256291296,false_positive,13
https://openalex.org/T11655,https://openalex.org/T14393,2020,2021,2025,0.5581106265512472,1,2,8,0.1111111111111111,16,2.0,8.0,0,1,0.936397369107562,false_positive,15
https://openalex.org/T10609,https://openalex.org/T14484,2020,2021,2025,0.48089834696298783,1,5,2,0.16666666666666666,10,6.0,2.0,0,1,0.9234889260856054,false_positive,17
https://openalex.org/T10073,https://openalex.org/T11207,2020,2021,2025,0.48089834696298783,1,5,2,0.16666666666666666,10,6.0,2.0,0,1,0.9234889260856054,false_positive,16
https://openalex.org/T11273,https://openalex.org/T12026,2020,2021,2025,0.5138983423697507,1,5,6,0.1,30,6.0,7.0,0,1,0.9214164109784444,false_positive,18
https://openalex.org/T10314,https://openalex.org/T11541,2020,2021,2025,0.7213475204444817,1,3,2,0.25,6,4.0,2.0,0,1,0.8800361821555257,false_positive,21
https://openalex.org/T10203,https://openalex.org/T11612,2020,2021,2025,0.7213475204444817,1,3,2,0.25,6,4.0,2.0,0,1,0.8800361821555257,false_positive,19
https://openalex.org/T10314,https://openalex.org/T11252,2020,2021,2025,0.7213475204444817,1,3,2,0.25,6,4.0,2.0,0,1,0.8800361821555257,false_positive,20
https://openalex.org/T10963,https://openalex.org/T12504,2020,2021,2025,0.7213475204444817,1,3,2,0.25,6,4.0,2.0,0,1,0.8800361821555257,false_positive,25
https://openalex.org/T10963,https://openalex.org/T12170,2020,2021,2025,0.7213475204444817,1,3,2,0.25,6,4.0,2.0,0,1,0.8800361821555257,false_positive,24
https://openalex.org/T11454,https://openalex.org/T11541,2020,2021,2025,0.7213475204444817,1,3,2,0.25,6,4.0,2.0,0,1,0.8800361821555257,false_positive,26
https://openalex.org/T10792,https://openalex.org/T12504,2020,2021,2025,0.7213475204444817,1,3,2,0.25,6,4.0,2.0,0,1,0.8800361821555257,false_positive,23
https://openalex.org/T10792,https://openalex.org/T12170,2020,2021,2025,0.7213475204444817,1,3,2,0.25,6,4.0,2.0,0,1,0.8800361821555257,false_positive,22
https://openalex.org/T10371,https://openalex.org/T11892,2020,2021,2025,0.48089834696298783,1,8,2,0.1111111111111111,16,10.0,2.0,0,1,0.8705494748950142,false_positive,28
https://openalex.org/T10371,https://openalex.org/T11616,2020,2021,2025,0.48089834696298783,1,8,2,0.1111111111111111,16,10.0,2.0,0,1,0.8705494748950142,false_positive,27
https://openalex.org/T11944,https://openalex.org/T12947,2020,2021,2025,0.35295612386476116,1,2,3,0.25,6,2.0,4.0,0,1,0.8554938089205668,false_positive,30
https://openalex.org/T11539,https://openalex.org/T12947,2020,2021,2025,0.35295612386476116,1,2,3,0.25,6,2.0,4.0,0,1,0.8554938089205668,false_positive,29
https://openalex.org/T12648,https://openalex.org/T12947,2020,2021,2025,0.35295612386476116,1,2,3,0.25,6,2.0,4.0,0,1,0.8554938089205668,false_positive,31
https://openalex.org/T11775,https://openalex.org/T12026,2020,2021,2025,0.7213475204444817,1,4,6,0.1111111111111111,24,4.0,7.0,0,1,0.8493211558977308,false_positive,32
https://openalex.org/T10084,https://openalex.org/T10243,2020,2021,2025,0.2969742043733701,1,2,14,0.06666666666666667,28,2.0,24.0,0,1,0.83,false_positive,33
https://openalex.org/T10015,https://openalex.org/T10269,2020,2021,2025,1.9601738331769514,5,42,11,0.10416666666666667,462,194.0,12.0,0,1,0.82,false_positive,34
https://openalex.org/T10118,https://openalex.org/T10168,2020,2021,2025,1.3407198756159269,3,14,6,0.17647058823529413,84,34.0,6.0,0,1,0.8095323455714715,false_positive,35
https://openalex.org/T11376,https://openalex.org/T14393,2020,2021,2025,0.8894140952166705,2,4,8,0.2,32,4.0,8.0,0,1,0.7629127134724858,false_positive,36
https://openalex.org/T10186,https://openalex.org/T10467,2020,2021,2025,0.6213349345596119,1,2,10,0.09090909090909091,20,2.0,15.0,0,1,0.7433333333333333,false_positive,37
https://openalex.org/T12023,https://openalex.org/T14393,2020,2021,2025,0.5138983423697507,1,2,8,0.1111111111111111,16,2.0,8.0,0,1,0.7346265653953333,false_positive,39
https://openalex.org/T10317,https://openalex.org/T11652,2020,2021,2025,0.5138983423697507,1,2,8,0.1111111111111111,16,2.0,8.0,0,1,0.7346265653953333,false_positive,38
https://openalex.org/T10243,https://openalex.org/T13141,2020,2021,2025,1.1640122582773822,3,14,6,0.17647058823529413,84,24.0,7.0,0,1,0.7227349527148015,false_positive,40
https://openalex.org/T10602,https://openalex.org/T11162,2020,2021,2025,0.267546386419054,1,2,14,0.06666666666666667,28,2.0,30.0,0,1,0.6966666666666667,false_positive,41
https://openalex.org/T10715,https://openalex.org/T11162,2020,2021,2025,0.267546386419054,1,2,14,0.06666666666666667,28,2.0,30.0,0,1,0.6966666666666667,false_positive,42
https://openalex.org/T10170,https://openalex.org/T10725,2020,2021,2025,0.5581106265512472,1,2,10,0.09090909090909091,20,2.0,16.0,0,1,0.67,false_positive,43
https://openalex.org/T10432,https://openalex.org/T11162,2020,2021,2025,0.33380820069533407,1,2,14,0.06666666666666667,28,2.0,30.0,0,1,0.6533333333333333,false_positive,44
https://openalex.org/T10006,https://openalex.org/T11182,2020,2021,2025,0.5581106265512472,1,4,2,0.2,8,4.0,2.0,0,1,0.6464773627952566,false_positive,45
https://openalex.org/T11266,https://openalex.org/T11355,2020,2021,2025,0.5581106265512472,1,4,2,0.2,8,4.0,2.0,0,1,0.6464773627952566,false_positive,50
https://openalex.org/T11266,https://openalex.org/T11532,2020,2021,2025,0.5581106265512472,1,4,2,0.2,8,4.0,2.0,0,1,0.6464773627952566,false_positive,51
https://openalex.org/T11106,https://openalex.org/T13976,2020,2021,2025,0.5581106265512472,1,4,2,0.2,8,4.0,2.0,0,1,0.6464773627952566,false_positive,49
https://openalex.org/T10463,https://openalex.org/T12450,2020,2021,2025,0.5581106265512472,1,4,2,0.2,8,4.0,2.0,0,1,0.6464773627952566,false_positive,47
https://openalex.org/T11266,https://openalex.org/T12626,2020,2021,2025,0.5581106265512472,1,4,2,0.2,8,4.0,2.0,0,1,0.6464773627952566,false_positive,52
https://openalex.org/T12137,https://openalex.org/T12892,2020,2021,2025,0.5581106265512472,1,4,2,0.2,8,4.0,2.0,0,1,0.6464773627952566,false_positive,55
https://openalex.org/T11093,https://openalex.org/T11623,2020,2021,2025,0.5581106265512472,1,4,2,0.2,8,4.0,2.0,0,1,0.6464773627952566,false_positive,48
https://openalex.org/T11297,https://openalex.org/T11848,2020,2021,2025,0.5581106265512472,1,4,2,0.2,8,4.0,2.0,0,1,0.6464773627952566,false_positive,53
https://openalex.org/T11597,https://openalex.org/T12626,2020,2021,2025,0.5581106265512472,1,4,2,0.2,8,4.0,2.0,0,1,0.6464773627952566,false_positive,54
https://openalex.org/T10402,https://openalex.org/T13297,2020,2021,2025,0.5581106265512472,1,4,2,0.2,8,4.0,2.0,0,1,0.6464773627952566,false_positive,46
https://openalex.org/T10209,https://openalex.org/T10235,2020,2021,2025,1.386666949365123,3,8,10,0.2,80,10.0,10.0,0,1,0.6433333333333333,false_positive,56
https://openalex.org/T10990,https://openalex.org/T11987,2020,2021,2025,0.48089834696298783,1,2,2,0.3333333333333333,4,2.0,2.0,0,1,0.6413827165965249,false_positive,71
https://openalex.org/T10766,https://openalex.org/T12577,2020,2021,2025,0.48089834696298783,1,2,2,0.3333333333333333,4,2.0,2.0,0,1,0.6413827165965249,false_positive,66
https://openalex.org/T10340,https://openalex.org/T11207,2020,2021,2025,0.48089834696298783,1,2,2,0.3333333333333333,4,2.0,2.0,0,1,0.6413827165965249,false_positive,65
https://openalex.org/T10031,https://openalex.org/T11892,2020,2021,2025,0.48089834696298783,1,2,2,0.3333333333333333,4,2.0,2.0,0,1,0.6413827165965249,false_positive,58
https://openalex.org/T13548,https://openalex.org/T14098,2020,2021,2025,0.48089834696298783,1,2,2,0.3333333333333333,4,2.0,2.0,0,1,0.6413827165965249,false_positive,77
https://openalex.org/T10031,https://openalex.org/T11616,2020,2021,2025,0.48089834696298783,1,2,2,0.3333333333333333,4,2.0,2.0,0,1,0.6413827165965249,false_positive,57
https://openalex.org/T10091,https://openalex.org/T12916,2020,2021,2025,0.48089834696298783,1,2,2,0.3333333333333333,4,2.0,2.0,0,1,0.6413827165965249,false_positive,61
https://openalex.org/T12577,https://openalex.org/T14098,2020,2021,2025,0.48089834696298783,1,2,2,0.3333333333333333,4,2.0,2.0,0,1,0.6413827165965249,false_positive,74
