topic_a,topic_b,cutoff_year,prediction_window_start,prediction_window_end,adamic_adar_score,common_neighbour_count,degree_a,degree_b,jaccard_coefficient,preferential_attachment,weighted_degree_a,weighted_degree_b,true_label,predicted_label,prediction_score,error_type,rank
https://openalex.org/T10145,https://openalex.org/T10467,2020,2021,2025,0.48089834696298783,1,2,10,0.09090909090909091,20,2.0,15.0,0,1,0.9818805550427855,false_positive,1
https://openalex.org/T10170,https://openalex.org/T10725,2020,2021,2025,0.5581106265512472,1,2,10,0.09090909090909091,20,2.0,16.0,0,1,0.9745927545183592,false_positive,2
https://openalex.org/T11162,https://openalex.org/T11339,2020,2021,2025,0.7213475204444817,1,14,2,0.06666666666666667,28,30.0,2.0,0,1,0.9679093764539464,false_positive,3
https://openalex.org/T10015,https://openalex.org/T10269,2020,2021,2025,1.9601738331769514,5,42,11,0.10416666666666667,462,194.0,12.0,0,1,0.9387701047554886,false_positive,4
https://openalex.org/T10351,https://openalex.org/T11468,2020,2021,2025,0.8919188272465812,2,8,11,0.11764705882352941,88,10.0,22.0,0,1,0.9223888018959271,false_positive,5
https://openalex.org/T10857,https://openalex.org/T10913,2020,2021,2025,0.45511961331341866,1,8,2,0.1111111111111111,16,10.0,2.0,0,1,0.9216922918511377,false_positive,7
https://openalex.org/T10857,https://openalex.org/T10859,2020,2021,2025,0.45511961331341866,1,8,2,0.1111111111111111,16,10.0,2.0,0,1,0.9216922918511377,false_positive,6
https://openalex.org/T10015,https://openalex.org/T10621,2020,2021,2025,1.4770696598458604,4,42,6,0.09090909090909091,252,194.0,8.0,0,1,0.9151483228446979,false_positive,8
https://openalex.org/T10209,https://openalex.org/T11824,2020,2021,2025,0.5581106265512472,1,8,2,0.1111111111111111,16,10.0,2.0,0,1,0.9136280164339423,false_positive,12
https://openalex.org/T10410,https://openalex.org/T10795,2020,2021,2025,0.5581106265512472,1,8,2,0.1111111111111111,16,10.0,2.0,0,1,0.9136280164339423,false_positive,14
https://openalex.org/T10209,https://openalex.org/T11155,2020,2021,2025,0.5581106265512472,1,8,2,0.1111111111111111,16,10.0,2.0,0,1,0.9136280164339423,false_positive,10
https://openalex.org/T10209,https://openalex.org/T13591,2020,2021,2025,0.5581106265512472,1,8,2,0.1111111111111111,16,10.0,2.0,0,1,0.9136280164339423,false_positive,13
https://openalex.org/T10209,https://openalex.org/T11214,2020,2021,2025,0.5581106265512472,1,8,2,0.1111111111111111,16,10.0,2.0,0,1,0.9136280164339423,false_positive,11
https://openalex.org/T10209,https://openalex.org/T10296,2020,2021,2025,0.5581106265512472,1,8,2,0.1111111111111111,16,10.0,2.0,0,1,0.9136280164339423,false_positive,9
https://openalex.org/T10410,https://openalex.org/T11155,2020,2021,2025,0.5581106265512472,1,8,2,0.1111111111111111,16,10.0,2.0,0,1,0.9136280164339423,false_positive,15
https://openalex.org/T11376,https://openalex.org/T14393,2020,2021,2025,0.8894140952166705,2,4,8,0.2,32,4.0,8.0,0,1,0.9035674088027965,false_positive,16
https://openalex.org/T10015,https://openalex.org/T10540,2020,2021,2025,1.3050640741175197,3,42,4,0.06976744186046512,168,194.0,6.0,0,1,0.9026912298024198,false_positive,17
https://openalex.org/T10071,https://openalex.org/T13984,2020,2021,2025,0.7213475204444817,1,4,6,0.1111111111111111,24,4.0,6.0,0,1,0.9022735246789838,false_positive,18
https://openalex.org/T10446,https://openalex.org/T10646,2020,2021,2025,0.7213475204444817,1,4,6,0.1111111111111111,24,4.0,6.0,0,1,0.9022735246789838,false_positive,19
https://openalex.org/T11273,https://openalex.org/T12026,2020,2021,2025,0.5138983423697507,1,5,6,0.1,30,6.0,7.0,0,1,0.9016234164192777,false_positive,20
https://openalex.org/T11655,https://openalex.org/T14393,2020,2021,2025,0.5581106265512472,1,2,8,0.1111111111111111,16,2.0,8.0,0,1,0.8960780272544078,false_positive,21
https://openalex.org/T10015,https://openalex.org/T13650,2020,2021,2025,1.2683372769066217,3,42,9,0.0625,378,194.0,11.0,0,1,0.8868316604500323,false_positive,22
https://openalex.org/T10118,https://openalex.org/T10168,2020,2021,2025,1.3407198756159269,3,14,6,0.17647058823529413,84,34.0,6.0,0,1,0.8854134364314578,false_positive,23
https://openalex.org/T12168,https://openalex.org/T14374,2020,2021,2025,0.48089834696298783,1,3,5,0.14285714285714285,15,4.0,6.0,0,1,0.8747580509947387,false_positive,24
https://openalex.org/T11825,https://openalex.org/T11986,2020,2021,2025,0.33380820069533407,1,2,14,0.06666666666666667,28,2.0,22.0,0,1,0.8507577947836262,false_positive,30
https://openalex.org/T10492,https://openalex.org/T11986,2020,2021,2025,0.33380820069533407,1,2,14,0.06666666666666667,28,2.0,22.0,0,1,0.8507577947836262,false_positive,27
https://openalex.org/T11784,https://openalex.org/T11986,2020,2021,2025,0.33380820069533407,1,2,14,0.06666666666666667,28,2.0,22.0,0,1,0.8507577947836262,false_positive,28
https://openalex.org/T11809,https://openalex.org/T11986,2020,2021,2025,0.33380820069533407,1,2,14,0.06666666666666667,28,2.0,22.0,0,1,0.8507577947836262,false_positive,29
https://openalex.org/T10049,https://openalex.org/T11986,2020,2021,2025,0.33380820069533407,1,2,14,0.06666666666666667,28,2.0,22.0,0,1,0.8507577947836262,false_positive,25
https://openalex.org/T10432,https://openalex.org/T11986,2020,2021,2025,0.33380820069533407,1,2,14,0.06666666666666667,28,2.0,22.0,0,1,0.8507577947836262,false_positive,26
https://openalex.org/T10609,https://openalex.org/T14484,2020,2021,2025,0.48089834696298783,1,5,2,0.16666666666666666,10,6.0,2.0,0,1,0.849746021860285,false_positive,32
