topic_a,topic_b,cutoff_year,prediction_window_start,prediction_window_end,adamic_adar_score,common_neighbour_count,degree_a,degree_b,jaccard_coefficient,preferential_attachment,weighted_degree_a,weighted_degree_b,true_label,predicted_label,prediction_score,error_type,rank
https://openalex.org/T10272,https://openalex.org/T10560,2015,2016,2020,0.7213475204444817,1,4,6,0.1111111111111111,24,4.0,6.0,0,1,1.0,false_positive,10
https://openalex.org/T10351,https://openalex.org/T11171,2015,2016,2020,0.48089834696298783,1,5,2,0.16666666666666666,10,6.0,2.0,0,1,1.0,false_positive,11
https://openalex.org/T10066,https://openalex.org/T11578,2015,2016,2020,0.2790553132756236,1,12,4,0.06666666666666667,48,26.0,4.0,0,1,1.0,false_positive,4
https://openalex.org/T10066,https://openalex.org/T11407,2015,2016,2020,0.31066746727980593,1,12,4,0.06666666666666667,48,26.0,4.0,0,1,1.0,false_positive,3
https://openalex.org/T10066,https://openalex.org/T10857,2015,2016,2020,0.2790553132756236,1,12,4,0.06666666666666667,48,26.0,4.0,0,1,1.0,false_positive,2
https://openalex.org/T10446,https://openalex.org/T10646,2015,2016,2020,0.7213475204444817,1,4,6,0.1111111111111111,24,4.0,6.0,0,1,1.0,false_positive,12
https://openalex.org/T10062,https://openalex.org/T10587,2015,2016,2020,0.5138983423697507,1,5,6,0.1,30,6.0,6.0,0,1,1.0,false_positive,1
https://openalex.org/T12761,https://openalex.org/T13429,2015,2016,2020,0.48089834696298783,1,5,2,0.16666666666666666,10,6.0,2.0,0,1,1.0,false_positive,18
https://openalex.org/T11639,https://openalex.org/T11824,2015,2016,2020,0.48089834696298783,1,5,2,0.16666666666666666,10,6.0,2.0,0,1,1.0,false_positive,17
https://openalex.org/T10120,https://openalex.org/T10261,2015,2016,2020,0.2790553132756236,1,6,17,0.045454545454545456,102,10.0,32.0,0,1,1.0,false_positive,6
https://openalex.org/T10261,https://openalex.org/T10857,2015,2016,2020,0.2790553132756236,1,17,4,0.05,68,32.0,4.0,0,1,1.0,false_positive,7
https://openalex.org/T10261,https://openalex.org/T11407,2015,2016,2020,0.31066746727980593,1,17,4,0.05,68,32.0,4.0,0,1,1.0,false_positive,8
https://openalex.org/T10261,https://openalex.org/T11578,2015,2016,2020,0.2790553132756236,1,17,4,0.05,68,32.0,4.0,0,1,1.0,false_positive,9
https://openalex.org/T10609,https://openalex.org/T14484,2015,2016,2020,0.48089834696298783,1,5,2,0.16666666666666666,10,6.0,2.0,0,1,1.0,false_positive,14
https://openalex.org/T10804,https://openalex.org/T11880,2015,2016,2020,0.31465798044412485,1,17,4,0.05,68,34.0,4.0,0,1,1.0,false_positive,15
https://openalex.org/T10609,https://openalex.org/T13083,2015,2016,2020,0.48089834696298783,1,5,2,0.16666666666666666,10,6.0,2.0,0,1,1.0,false_positive,13
https://openalex.org/T11396,https://openalex.org/T13429,2015,2016,2020,0.5581106265512472,1,3,2,0.25,6,3.0,2.0,0,1,1.0,false_positive,16
https://openalex.org/T10071,https://openalex.org/T13984,2015,2016,2020,0.7213475204444817,1,4,6,0.1111111111111111,24,4.0,6.0,0,1,1.0,false_positive,5
https://openalex.org/T10320,https://openalex.org/T11407,2015,2016,2020,0.31066746727980593,1,17,4,0.05,68,31.0,4.0,0,1,0.9766666666666667,false_positive,19
https://openalex.org/T10044,https://openalex.org/T10715,2015,2016,2020,0.6213349345596119,1,16,2,0.058823529411764705,32,38.0,2.0,0,1,0.9533333333333334,false_positive,20
https://openalex.org/T10044,https://openalex.org/T11760,2015,2016,2020,0.6213349345596119,1,16,2,0.058823529411764705,32,38.0,2.0,0,1,0.9533333333333334,false_positive,21
https://openalex.org/T12168,https://openalex.org/T14374,2015,2016,2020,0.48089834696298783,1,3,5,0.14285714285714285,15,4.0,6.0,0,1,0.9433662992520844,false_positive,22
https://openalex.org/T10044,https://openalex.org/T10798,2015,2016,2020,1.8248486497827638,4,16,9,0.19047619047619047,144,38.0,24.0,0,1,0.93,false_positive,23
https://openalex.org/T10044,https://openalex.org/T12613,2015,2016,2020,1.8248486497827638,4,16,9,0.19047619047619047,144,38.0,20.0,0,1,0.92,false_positive,24
https://openalex.org/T10887,https://openalex.org/T11629,2015,2016,2020,0.35295612386476116,1,23,2,0.041666666666666664,46,50.0,2.0,0,1,0.8966666666666666,false_positive,25
https://openalex.org/T10887,https://openalex.org/T11772,2015,2016,2020,0.35295612386476116,1,23,2,0.041666666666666664,46,50.0,2.0,0,1,0.8966666666666666,false_positive,26
https://openalex.org/T10154,https://openalex.org/T12659,2015,2016,2020,0.48089834696298783,1,5,2,0.16666666666666666,10,8.0,2.0,0,1,0.89,false_positive,27
https://openalex.org/T10154,https://openalex.org/T14484,2015,2016,2020,0.48089834696298783,1,5,2,0.16666666666666666,10,8.0,2.0,0,1,0.89,false_positive,28
https://openalex.org/T11011,https://openalex.org/T12783,2015,2016,2020,0.48089834696298783,1,5,2,0.16666666666666666,10,8.0,2.0,0,1,0.89,false_positive,29
https://openalex.org/T10887,https://openalex.org/T12610,2015,2016,2020,0.3459762562611936,1,23,2,0.041666666666666664,46,50.0,2.0,0,1,0.8866666666666667,false_positive,30
https://openalex.org/T10521,https://openalex.org/T13937,2015,2016,2020,1.573127320154918,4,18,8,0.18181818181818182,144,50.0,12.0,0,1,0.8733333333333333,false_positive,31
https://openalex.org/T10320,https://openalex.org/T10500,2015,2016,2020,1.783781792672743,4,17,11,0.16666666666666666,187,31.0,20.0,0,1,0.87,false_positive,32
https://openalex.org/T10206,https://openalex.org/T10853,2015,2016,2020,0.35295612386476116,1,24,2,0.04,48,78.0,2.0,0,1,0.8466666666666667,false_positive,35
https://openalex.org/T10206,https://openalex.org/T10496,2015,2016,2020,0.35295612386476116,1,24,2,0.04,48,78.0,2.0,0,1,0.8466666666666667,false_positive,33
https://openalex.org/T10206,https://openalex.org/T10537,2015,2016,2020,0.35295612386476116,1,24,2,0.04,48,78.0,2.0,0,1,0.8466666666666667,false_positive,34
https://openalex.org/T10206,https://openalex.org/T11590,2015,2016,2020,0.36067376022224085,1,24,2,0.04,48,78.0,2.0,1,1,0.8466666666666667,true_positive,36
